timestamp,other_cpu_pct
2026-09-14T06:10:20,153
2026-09-14T06:10:50,143
2026-09-14T06:11:20,124
2026-09-14T06:11:50,186
2026-09-14T06:12:20,190
2026-09-14T06:12:50,145
2026-09-14T06:13:20,127
2026-09-14T06:13:51,132
2026-09-14T06:14:21,149
2026-09-14T06:14:51,131
2026-09-14T06:15:21,143
2026-09-14T06:15:51,159
2026-09-14T06:16:21,136
2026-09-14T06:16:51,133
2026-09-14T06:17:21,149
2026-09-14T06:17:51,131
2026-09-14T06:18:21,144
2026-09-14T06:18:51,142
2026-09-14T06:19:21,131
2026-09-14T06:19:51,121
2026-09-14T06:20:21,150
2026-09-14T06:20:51,126
2026-09-14T06:21:22,143
2026-09-14T06:21:52,130
2026-09-14T06:22:22,140
2026-09-14T06:22:52,125
2026-09-14T06:23:22,139
2026-09-14T06:23:52,122
2026-09-14T06:24:22,133
2026-09-14T06:24:52,135
2026-09-14T06:25:22,153
2026-09-14T06:25:52,151
2026-09-14T06:26:22,137
2026-09-14T06:26:52,117
2026-09-14T06:27:22,152
2026-09-14T06:27:52,130
2026-09-14T06:28:22,134
2026-09-14T06:28:53,135
2026-09-14T06:29:23,151
2026-09-14T06:29:53,149
2026-09-14T06:30:23,143
2026-09-14T06:30:53,182
2026-09-14T06:31:23,144
2026-09-14T06:31:53,126
2026-09-14T06:32:23,125
2026-09-14T06:32:53,125
2026-09-14T06:33:23,123
2026-09-14T06:33:53,146
2026-09-14T06:34:23,129
2026-09-14T06:34:53,127
2026-09-14T06:35:23,147
2026-09-14T06:35:53,146
2026-09-14T06:36:24,131
2026-09-14T06:36:54,119
2026-09-14T06:37:24,162
2026-09-14T06:37:54,129
2026-09-14T06:38:24,136
2026-09-14T06:38:54,142
2026-09-14T06:39:24,135
2026-09-14T06:39:54,118
2026-09-14T06:40:24,134
2026-09-14T06:40:54,151
2026-09-14T06:41:24,132
2026-09-14T06:41:54,134
2026-09-14T06:42:24,151
2026-09-14T06:42:54,134
2026-09-14T06:43:24,121
2026-09-14T06:43:55,126
2026-09-14T06:44:25,127
2026-09-14T06:44:55,142
2026-09-14T06:45:25,135
2026-09-14T06:45:55,128
2026-09-14T06:46:25,149
2026-09-14T06:46:55,126
2026-09-14T06:47:25,143
2026-09-14T06:47:55,139
2026-09-14T06:48:25,122
2026-09-14T06:48:55,151
2026-09-14T06:49:25,120
2026-09-14T06:49:55,265
2026-09-14T06:50:25,312
2026-09-14T06:50:56,164
2026-09-14T06:51:26,131
2026-09-14T06:51:56,136
2026-09-14T06:52:26,130
2026-09-14T06:52:56,124
2026-09-14T06:53:26,116
2026-09-14T06:53:56,136
2026-09-14T06:54:26,119
2026-09-14T06:54:56,150
2026-09-14T06:55:26,126
2026-09-14T06:55:56,129
2026-09-14T06:56:26,130
2026-09-14T06:56:56,149
2026-09-14T06:57:26,129
2026-09-14T06:57:56,117
2026-09-14T06:58:27,8
2026-09-14T06:58:57,7
2026-09-14T06:59:27,13
2026-09-14T06:59:57,161
2026-09-14T07:00:27,144
